anchor,last_close,upside_prob,mean_final_close,seconds
2025-10-01 12:00:00,116789.58,0.43333333333333335,116485.2109375,10.67
2026-01-15 03:00:00,96339.91,0.03333333333333333,94818.203125,7.35
2026-06-01 20:00:00,71595.24,0.9333333333333333,72652.9296875,7.51
